"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","collingwood","Adams, Taylor","1","6","2","9","-","-","4","-","-","-","79"
"2014","collingwood","Adams, Taylor","2","4","1","3","-","-","1","-","-","-","21"
"2014","collingwood","Adams, Taylor","3","3","2","2","3","-","2","-","-","-","37"
"2014","collingwood","Adams, Taylor","4","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","5","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","6","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","7","7","1","9","-","-","1","-","-","-","81"
"2014","collingwood","Adams, Taylor","9","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","10","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","11","7","3","11","1","1","7","-","-","2","82"
"2014","collingwood","Adams, Taylor","12","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","13","14","4","16","-","2","7","1","-","-","80"
"2014","collingwood","Adams, Taylor","14","9","5","16","1","2","3","1","-","-","81"
"2014","collingwood","Adams, Taylor","15","15","4","11","1","1","1","-","-","1","86"
"2014","collingwood","Adams, Taylor","16","12","4","6","-","2","2","-","-","-","74"
"2014","collingwood","Adams, Taylor","17","13","4","11","-","3","2","-","-","-","85"
"2014","collingwood","Adams, Taylor","18","4","1","14","-","2","6","-","-","-","83"
"2014","collingwood","Adams, Taylor","19","20","3","8","1","1","7","-","-","-","73"
"2014","collingwood","Adams, Taylor","20","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","21","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","22","","","","","","","","","",""
"2014","collingwood","Adams, Taylor","23","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","1","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","2","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","3","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","4","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","5","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","6","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","7","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","9","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","10","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","11","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","12","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","13","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","14","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","15","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","16","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","17","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","18","","","","","","","","","",""
"2014","collingwood","Armstrong, Tony","19","8","4","9","-","-","2","-","-","-","75"
"2014","collingwood","Armstrong, Tony","20","10","4","9","1","2","6","-","-","-","79"
"2014","collingwood","Armstrong, Tony","21","11","6","6","1","-","3","-","-","-","76"
"2014","collingwood","Armstrong, Tony","22","13","3","6","2","-","3","-","-","-","88"
"2014","collingwood","Armstrong, Tony","23","6","2","1","2","-","1","-","-","-","81"
"2014","collingwood","Ball, Luke","1","15","7","10","1","3","9","-","1","1","74"
"2014","collingwood","Ball, Luke","2","8","2","10","-","1","6","-","-","-","81"
"2014","collingwood","Ball, Luke","3","10","4","13","-","1","3","-","1","-","81"
"2014","collingwood","Ball, Luke","4","13","4","9","3","2","8","1","1","-","81"
"2014","collingwood","Ball, Luke","5","2","1","1","-","-","1","-","-","-","18"
"2014","collingwood","Ball, Luke","6","11","6","12","1","-","5","-","-","-","68"
"2014","collingwood","Ball, Luke","7","8","3","4","-","1","4","1","-","-","81"
"2014","collingwood","Ball, Luke","9","12","3","7","1","-","7","-","-","-","75"
"2014","collingwood","Ball, Luke","10","9","3","10","2","1","6","1","-","-","81"
"2014","collingwood","Ball, Luke","11","","","","","","","","","",""
"2014","collingwood","Ball, Luke","12","5","2","6","-","-","1","-","-","-","25"
"2014","collingwood","Ball, Luke","13","8","3","7","-","2","6","1","-","-","87"
"2014","collingwood","Ball, Luke","14","10","6","12","-","1","6","-","-","-","81"
"2014","collingwood","Ball, Luke","15","8","5","9","-","1","6","2","-","1","80"
"2014","collingwood","Ball, Luke","16","","","","","","","","","",""
"2014","collingwood","Ball, Luke","17","8","6","11","1","1","3","-","-","1","80"
"2014","collingwood","Ball, Luke","18","","","","","","","","","",""
"2014","collingwood","Ball, Luke","19","","","","","","","","","",""
"2014","collingwood","Ball, Luke","20","","","","","","","","","",""
"2014","collingwood","Ball, Luke","21","8","5","12","2","-","4","-","-","-","86"
"2014","collingwood","Ball, Luke","22","12","5","8","-","1","1","-","-","-","61"
"2014","collingwood","Ball, Luke","23","9","4","12","1","2","7","-","-","-","85"
"2014","collingwood","Beams, Dayne","1","16","3","15","1","1","9","-","-","1","87"
"2014","collingwood","Beams, Dayne","2","14","3","16","-","-","6","1","-","-","84"
"2014","collingwood","Beams, Dayne","3","15","2","13","1","-","3","-","-","1","88"
"2014","collingwood","Beams, Dayne","4","20","5","10","-","1","4","3","-","1","90"
"2014","collingwood","Beams, Dayne","5","15","7","10","-","1","8","2","-","-","88"
"2014","collingwood","Beams, Dayne","6","19","5","13","1","4","9","-","-","1","87"
"2014","collingwood","Beams, Dayne","7","14","1","7","1","2","6","4","-","1","91"
"2014","collingwood","Beams, Dayne","9","17","2","13","-","1","4","1","-","1","81"
"2014","collingwood","Beams, Dayne","10","10","1","21","-","1","6","2","-","1","88"
"2014","collingwood","Beams, Dayne","11","19","4","14","2","1","7","1","-","-","87"
"2014","collingwood","Beams, Dayne","12","10","1","9","-","-","3","2","-","1","92"
"2014","collingwood","Beams, Dayne","13","","","","","","","","","",""
"2014","collingwood","Beams, Dayne","14","15","2","12","1","-","4","-","-","-","89"
"2014","collingwood","Beams, Dayne","15","15","7","6","1","-","5","1","-","3","90"
"2014","collingwood","Beams, Dayne","16","11","4","14","1","1","3","-","-","2","83"
"2014","collingwood","Beams, Dayne","17","10","4","13","1","1","5","2","-","-","86"
"2014","collingwood","Beams, Dayne","18","17","4","12","1","1","4","2","-","-","89"
"2014","collingwood","Beams, Dayne","19","18","5","14","-","4","7","1","-","1","91"
"2014","collingwood","Beams, Dayne","20","17","6","18","3","2","5","1","-","1","84"
"2014","collingwood","Beams, Dayne","21","6","2","8","1","-","2","-","-","1","54"
"2014","collingwood","Beams, Dayne","22","","","","","","","","","",""
"2014","collingwood","Beams, Dayne","23","","","","","","","","","",""
"2014","collingwood","Blair, Jarryd","1","","","","","","","","","",""
"2014","collingwood","Blair, Jarryd","2","12","5","5","-","3","-","-","-","1","90"
"2014","collingwood","Blair, Jarryd","3","5","5","6","1","-","6","1","-","-","85"
"2014","collingwood","Blair, Jarryd","4","5","2","6","1","-","5","1","-","-","85"
"2014","collingwood","Blair, Jarryd","5","6","2","10","-","-","3","-","-","1","89"
"2014","collingwood","Blair, Jarryd","6","3","1","12","1","1","7","-","-","-","89"
"2014","collingwood","Blair, Jarryd","7","13","7","9","-","2","6","-","-","2","90"
"2014","collingwood","Blair, Jarryd","9","8","2","12","-","-","3","1","-","2","84"
"2014","collingwood","Blair, Jarryd","10","9","5","5","-","-","2","3","-","1","88"
"2014","collingwood","Blair, Jarryd","11","7","2","10","-","-","3","1","-","-","90"
"2014","collingwood","Blair, Jarryd","12","7","5","10","1","-","7","-","-","-","85"
"2014","collingwood","Blair, Jarryd","13","4","2","3","-","1","8","-","-","1","83"
"2014","collingwood","Blair, Jarryd","14","7","2","11","2","2","9","1","-","1","89"
"2014","collingwood","Blair, Jarryd","15","5","1","11","-","1","7","-","-","-","86"
"2014","collingwood","Blair, Jarryd","16","6","6","7","1","1","2","-","-","-","90"
"2014","collingwood","Blair, Jarryd","17","6","2","10","-","1","1","-","-","-","88"
"2014","collingwood","Blair, Jarryd","18","11","2","7","2","3","6","1","-","1","86"
"2014","collingwood","Blair, Jarryd","19","3","3","9","-","-","8","1","-","-","87"
"2014","collingwood","Blair, Jarryd","20","3","1","14","2","-","8","-","-","-","84"
"2014","collingwood","Blair, Jarryd","21","7","3","12","1","1","5","-","-","1","89"
"2014","collingwood","Blair, Jarryd","22","9","1","11","-","2","9","1","-","-","93"
"2014","collingwood","Blair, Jarryd","23","3","1","4","1","1","7","1","-","-","88"
"2014","collingwood","Broomhead, Tim","1","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","2","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","3","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","4","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","5","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","6","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","7","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","9","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","10","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","11","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","12","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","13","3","-","-","-","-","2","-","-","-","34"
"2014","collingwood","Broomhead, Tim","14","4","2","-","1","-","4","-","-","-","56"
"2014","collingwood","Broomhead, Tim","15","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","16","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","17","","","","","","","","","",""
"2014","collingwood","Broomhead, Tim","18","9","1","6","-","-","2","-","-","1","87"
"2014","collingwood","Broomhead, Tim","19","7","3","8","1","1","1","2","-","1","78"
"2014","collingwood","Broomhead, Tim","20","6","1","9","1","-","5","1","-","1","88"
"2014","collingwood","Broomhead, Tim","21","11","7","6","-","-","1","3","-","-","92"
"2014","collingwood","Broomhead, Tim","22","14","5","9","1","-","3","2","-","1","96"
"2014","collingwood","Broomhead, Tim","23","6","2","5","-","-","1","1","-","-","89"
"2014","collingwood","Brown, Nathan","1","4","1","5","1","-","-","-","-","-","83"
"2014","collingwood","Brown, Nathan","2","6","1","3","-","-","1","-","-","-","62"
"2014","collingwood","Brown, Nathan","3","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","4","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","5","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","6","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","7","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","9","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","10","-","-","-","-","-","-","-","-","-","18"
"2014","collingwood","Brown, Nathan","11","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","12","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","13","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","14","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","15","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","16","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","17","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","18","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","19","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","20","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","21","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","22","","","","","","","","","",""
"2014","collingwood","Brown, Nathan","23","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","1","7","4","6","1","-","-","-","-","-","59"
"2014","collingwood","Clarke, Martin","2","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","3","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","4","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","5","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","6","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","7","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","9","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","10","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","11","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","12","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","13","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","14","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","15","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","16","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","17","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","18","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","19","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","20","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","21","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","22","","","","","","","","","",""
"2014","collingwood","Clarke, Martin","23","","","","","","","","","",""
"2014","collingwood","Cloke, Travis","1","4","4","3","1","-","2","-","-","-","97"
"2014","collingwood","Cloke, Travis","2","12","9","2","3","1","1","2","-","1","99"
"2014","collingwood","Cloke, Travis","3","5","4","3","-","-","-","-","-","-","97"
"2014","collingwood","Cloke, Travis","4","6","3","3","2","-","1","-","-","2","100"
"2014","collingwood","Cloke, Travis","5","13","11","1","-","1","2","4","-","4","96"
"2014","collingwood","Cloke, Travis","6","9","6","1","-","-","5","-","-","3","97"
"2014","collingwood","Cloke, Travis","7","13","7","2","-","3","1","2","1","4","94"
"2014","collingwood","Cloke, Travis","9","7","3","4","-","2","2","1","2","1","95"
"2014","collingwood","Cloke, Travis","10","6","3","-","-","-","2","1","-","1","92"
"2014","collingwood","Cloke, Travis","11","17","12","6","-","3","4","5","-","2","97"
"2014","collingwood","Cloke, Travis","12","11","7","3","1","4","2","2","-","1","98"
"2014","collingwood","Cloke, Travis","13","10","9","2","1","-","2","6","-","1","94"
"2014","collingwood","Cloke, Travis","14","13","10","4","2","-","-","5","-","1","99"
"2014","collingwood","Cloke, Travis","15","8","9","4","1","-","2","1","-","2","99"
"2014","collingwood","Cloke, Travis","16","11","8","6","1","1","1","2","-","3","96"
"2014","collingwood","Cloke, Travis","17","5","5","4","1","-","1","-","-","-","85"
"2014","collingwood","Cloke, Travis","18","10","7","6","2","1","-","3","-","1","98"
"2014","collingwood","Cloke, Travis","19","12","10","3","2","-","4","3","-","2","99"
"2014","collingwood","Cloke, Travis","20","10","7","-","1","-","-","1","-","1","96"
"2014","collingwood","Cloke, Travis","21","5","3","1","1","4","2","1","-","-","38"
"2014","collingwood","Cloke, Travis","22","","","","","","","","","",""
"2014","collingwood","Cloke, Travis","23","","","","","","","","","",""
"2014","collingwood","Dwyer, Sam","1","","","","","","","","","",""
"2014","collingwood","Dwyer, Sam","2","2","-","9","-","-","1","-","-","-","79"
"2014","collingwood","Dwyer, Sam","3","4","2","3","-","1","1","-","-","-","45"
"2014","collingwood","Dwyer, Sam","4","","","","","","","","","",""
"2014","collingwood","Dwyer, Sam","5","","","","","","","","","",""
