"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","westcoast","Bennell, Jamie","1","5","1","11","1","-","2","-","-","-","90"
"2014","westcoast","Bennell, Jamie","2","7","6","3","2","-","1","-","-","-","90"
"2014","westcoast","Bennell, Jamie","3","7","5","7","-","-","-","-","-","-","90"
"2014","westcoast","Bennell, Jamie","4","8","3","7","1","2","3","-","-","-","89"
"2014","westcoast","Bennell, Jamie","5","12","4","11","-","1","1","-","-","-","91"
"2014","westcoast","Bennell, Jamie","6","9","2","2","1","-","1","1","-","-","92"
"2014","westcoast","Bennell, Jamie","7","5","3","5","1","-","2","-","-","-","89"
"2014","westcoast","Bennell, Jamie","8","8","6","8","-","-","2","-","-","-","85"
"2014","westcoast","Bennell, Jamie","10","10","6","5","-","-","1","-","-","-","92"
"2014","westcoast","Bennell, Jamie","11","10","3","6","1","1","5","-","-","-","87"
"2014","westcoast","Bennell, Jamie","12","5","2","6","-","1","2","-","-","-","80"
"2014","westcoast","Bennell, Jamie","13","11","8","-","-","2","1","-","-","-","91"
"2014","westcoast","Bennell, Jamie","14","1","1","2","-","-","-","-","-","-","16"
"2014","westcoast","Bennell, Jamie","15","4","3","5","-","-","1","-","-","-","83"
"2014","westcoast","Bennell, Jamie","16","","","","","","","","","",""
"2014","westcoast","Bennell, Jamie","17","","","","","","","","","",""
"2014","westcoast","Bennell, Jamie","18","","","","","","","","","",""
"2014","westcoast","Bennell, Jamie","19","7","2","7","1","-","1","-","-","-","78"
"2014","westcoast","Bennell, Jamie","20","10","10","12","1","-","1","-","-","-","82"
"2014","westcoast","Bennell, Jamie","21","5","3","5","1","-","1","-","-","1","87"
"2014","westcoast","Bennell, Jamie","22","11","5","6","-","-","1","-","-","1","82"
"2014","westcoast","Bennell, Jamie","23","8","2","6","-","-","1","-","-","-","90"
"2014","westcoast","Brennan, Jacob","1","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","2","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","3","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","4","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","5","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","6","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","7","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","8","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","10","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","11","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","12","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","13","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","14","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","15","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","16","8","3","2","-","-","6","-","-","-","89"
"2014","westcoast","Brennan, Jacob","17","6","2","4","1","-","-","-","-","-","91"
"2014","westcoast","Brennan, Jacob","18","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","19","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","20","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","21","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","22","","","","","","","","","",""
"2014","westcoast","Brennan, Jacob","23","","","","","","","","","",""
"2014","westcoast","Brown, Mitch","1","3","-","5","-","-","3","-","-","-","88"
"2014","westcoast","Brown, Mitch","2","8","4","7","-","-","1","-","-","-","88"
"2014","westcoast","Brown, Mitch","3","5","2","5","-","-","3","1","-","-","89"
"2014","westcoast","Brown, Mitch","4","8","4","5","1","1","1","-","-","-","87"
"2014","westcoast","Brown, Mitch","5","6","-","6","3","-","1","-","-","1","94"
"2014","westcoast","Brown, Mitch","6","9","5","7","1","1","-","-","-","-","90"
"2014","westcoast","Brown, Mitch","7","4","2","6","-","-","3","-","-","-","88"
"2014","westcoast","Brown, Mitch","8","10","6","6","-","-","5","-","-","-","90"
"2014","westcoast","Brown, Mitch","10","2","3","4","-","-","1","-","-","-","83"
"2014","westcoast","Brown, Mitch","11","2","2","4","-","-","5","-","-","-","92"
"2014","westcoast","Brown, Mitch","12","2","-","6","-","-","5","-","-","-","88"
"2014","westcoast","Brown, Mitch","13","3","1","2","-","1","1","-","-","-","95"
"2014","westcoast","Brown, Mitch","14","6","4","8","2","-","1","1","-","-","94"
"2014","westcoast","Brown, Mitch","15","2","2","1","-","-","1","-","-","-","49"
"2014","westcoast","Brown, Mitch","16","","","","","","","","","",""
"2014","westcoast","Brown, Mitch","17","","","","","","","","","",""
"2014","westcoast","Brown, Mitch","18","1","-","2","1","-","4","-","-","-","91"
"2014","westcoast","Brown, Mitch","19","4","4","8","2","-","2","-","-","-","92"
"2014","westcoast","Brown, Mitch","20","1","1","9","-","3","1","1","-","-","87"
"2014","westcoast","Brown, Mitch","21","7","7","2","-","-","2","-","-","-","94"
"2014","westcoast","Brown, Mitch","22","4","3","2","1","-","1","-","-","-","90"
"2014","westcoast","Brown, Mitch","23","","","","","","","","","",""
"2014","westcoast","Butler, Sam","1","","","","","","","","","",""
"2014","westcoast","Butler, Sam","2","","","","","","","","","",""
"2014","westcoast","Butler, Sam","3","","","","","","","","","",""
"2014","westcoast","Butler, Sam","4","4","1","9","2","-","2","-","-","-","89"
"2014","westcoast","Butler, Sam","5","","","","","","","","","",""
"2014","westcoast","Butler, Sam","6","","","","","","","","","",""
"2014","westcoast","Butler, Sam","7","","","","","","","","","",""
"2014","westcoast","Butler, Sam","8","","","","","","","","","",""
"2014","westcoast","Butler, Sam","10","","","","","","","","","",""
"2014","westcoast","Butler, Sam","11","","","","","","","","","",""
"2014","westcoast","Butler, Sam","12","","","","","","","","","",""
"2014","westcoast","Butler, Sam","13","3","1","1","-","1","3","-","-","-","25"
"2014","westcoast","Butler, Sam","14","5","-","9","-","1","5","-","-","-","79"
"2014","westcoast","Butler, Sam","15","3","2","5","1","-","1","-","-","-","38"
"2014","westcoast","Butler, Sam","16","4","1","5","-","-","4","-","-","-","38"
"2014","westcoast","Butler, Sam","17","8","2","10","1","-","3","-","-","-","81"
"2014","westcoast","Butler, Sam","18","13","3","8","-","3","7","-","-","-","87"
"2014","westcoast","Butler, Sam","19","14","6","7","1","-","2","-","-","-","81"
"2014","westcoast","Butler, Sam","20","20","14","12","-","2","3","-","-","-","87"
"2014","westcoast","Butler, Sam","21","15","7","3","-","1","1","-","-","-","52"
"2014","westcoast","Butler, Sam","22","10","6","6","-","1","2","-","-","-","84"
"2014","westcoast","Butler, Sam","23","9","4","9","-","-","1","1","-","1","87"
"2014","westcoast","Carter, Adam","1","","","","","","","","","",""
"2014","westcoast","Carter, Adam","2","","","","","","","","","",""
"2014","westcoast","Carter, Adam","3","","","","","","","","","",""
"2014","westcoast","Carter, Adam","4","","","","","","","","","",""
"2014","westcoast","Carter, Adam","5","","","","","","","","","",""
"2014","westcoast","Carter, Adam","6","","","","","","","","","",""
"2014","westcoast","Carter, Adam","7","","","","","","","","","",""
"2014","westcoast","Carter, Adam","8","","","","","","","","","",""
"2014","westcoast","Carter, Adam","10","","","","","","","","","",""
"2014","westcoast","Carter, Adam","11","","","","","","","","","",""
"2014","westcoast","Carter, Adam","12","","","","","","","","","",""
"2014","westcoast","Carter, Adam","13","","","","","","","","","",""
"2014","westcoast","Carter, Adam","14","","","","","","","","","",""
"2014","westcoast","Carter, Adam","15","","","","","","","","","",""
"2014","westcoast","Carter, Adam","16","","","","","","","","","",""
"2014","westcoast","Carter, Adam","17","","","","","","","","","",""
"2014","westcoast","Carter, Adam","18","","","","","","","","","",""
"2014","westcoast","Carter, Adam","19","","","","","","","","","",""
"2014","westcoast","Carter, Adam","20","","","","","","","","","",""
"2014","westcoast","Carter, Adam","21","","","","","","","","","",""
"2014","westcoast","Carter, Adam","22","5","1","4","1","2","1","-","-","-","86"
"2014","westcoast","Carter, Adam","23","3","3","8","-","-","1","-","-","-","91"
"2014","westcoast","Colledge, Brant","1","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","2","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","3","4","1","4","1","-","4","-","-","1","84"
"2014","westcoast","Colledge, Brant","4","7","1","4","1","1","4","-","-","-","84"
"2014","westcoast","Colledge, Brant","5","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","6","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","7","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","8","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","10","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","11","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","12","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","13","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","14","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","15","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","16","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","17","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","18","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","19","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","20","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","21","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","22","","","","","","","","","",""
"2014","westcoast","Colledge, Brant","23","","","","","","","","","",""
"2014","westcoast","Cox, Dean","1","12","5","11","1","2","2","-","26","2","87"
"2014","westcoast","Cox, Dean","2","4","2","4","1","2","1","-","21","1","86"
"2014","westcoast","Cox, Dean","3","10","6","5","1","1","4","1","34","-","86"
"2014","westcoast","Cox, Dean","4","13","3","3","2","-","1","-","16","1","84"
"2014","westcoast","Cox, Dean","5","7","6","9","2","1","4","1","19","-","76"
"2014","westcoast","Cox, Dean","6","8","6","10","-","1","1","-","29","-","89"
"2014","westcoast","Cox, Dean","7","5","3","7","2","1","4","-","13","-","83"
"2014","westcoast","Cox, Dean","8","11","7","7","-","-","3","2","30","-","79"
"2014","westcoast","Cox, Dean","10","10","9","7","2","-","3","2","23","1","85"
"2014","westcoast","Cox, Dean","11","8","6","3","1","1","2","-","25","-","88"
"2014","westcoast","Cox, Dean","12","5","3","6","1","1","2","-","26","-","87"
"2014","westcoast","Cox, Dean","13","","","","","","","","","",""
"2014","westcoast","Cox, Dean","14","","","","","","","","","",""
"2014","westcoast","Cox, Dean","15","9","5","6","-","1","3","-","15","-","79"
"2014","westcoast","Cox, Dean","16","9","3","4","-","1","3","-","34","1","78"
"2014","westcoast","Cox, Dean","17","","","","","","","","","",""
"2014","westcoast","Cox, Dean","18","2","1","2","-","1","1","-","18","-","36"
"2014","westcoast","Cox, Dean","19","","","","","","","","","",""
"2014","westcoast","Cox, Dean","20","10","6","9","-","1","3","1","31","-","82"
"2014","westcoast","Cox, Dean","21","9","3","5","1","1","-","1","26","-","71"
"2014","westcoast","Cox, Dean","22","10","6","5","-","3","2","-","19","-","81"
"2014","westcoast","Cox, Dean","23","","","","","","","","","",""
"2014","westcoast","Cripps, Jamie","1","12","5","1","-","-","-","2","-","1","78"
"2014","westcoast","Cripps, Jamie","2","10","4","5","1","1","6","1","-","2","78"
"2014","westcoast","Cripps, Jamie","3","6","2","5","1","-","5","2","-","-","86"
"2014","westcoast","Cripps, Jamie","4","8","2","4","3","-","1","1","-","-","77"
"2014","westcoast","Cripps, Jamie","5","3","1","5","-","1","2","1","-","-","78"
"2014","westcoast","Cripps, Jamie","6","10","5","5","-","1","1","2","-","3","89"
"2014","westcoast","Cripps, Jamie","7","7","4","4","-","-","5","2","-","2","84"
"2014","westcoast","Cripps, Jamie","8","7","2","4","-","1","1","2","-","1","83"
"2014","westcoast","Cripps, Jamie","10","10","4","1","1","-","4","3","-","1","82"
"2014","westcoast","Cripps, Jamie","11","8","2","3","-","3","12","1","-","2","84"
"2014","westcoast","Cripps, Jamie","12","2","2","1","-","-","2","-","-","-","85"
"2014","westcoast","Cripps, Jamie","13","5","-","-","2","-","2","1","-","-","84"
"2014","westcoast","Cripps, Jamie","14","7","1","5","-","-","7","-","-","-","84"
"2014","westcoast","Cripps, Jamie","15","","","","","","","","","",""
"2014","westcoast","Cripps, Jamie","16","5","2","6","1","-","4","1","-","-","81"
"2014","westcoast","Cripps, Jamie","17","","","","","","","","","",""
"2014","westcoast","Cripps, Jamie","18","","","","","","","","","",""
"2014","westcoast","Cripps, Jamie","19","10","4","5","-","-","3","2","-","1","77"
"2014","westcoast","Cripps, Jamie","20","9","4","7","-","1","7","1","-","1","88"
"2014","westcoast","Cripps, Jamie","21","8","7","6","1","-","3","3","-","-","79"
"2014","westcoast","Cripps, Jamie","22","5","3","8","2","-","4","1","-","-","78"
"2014","westcoast","Cripps, Jamie","23","4","3","5","-","-","3","1","-","-","89"
"2014","westcoast","Darling, Jack","1","9","3","7","-","2","5","4","-","-","87"
"2014","westcoast","Darling, Jack","2","9","8","5","3","1","1","3","-","1","91"
"2014","westcoast","Darling, Jack","3","15","6","2","-","1","6","1","-","4","88"
"2014","westcoast","Darling, Jack","4","8","3","5","3","1","3","1","-","2","88"
"2014","westcoast","Darling, Jack","5","14","8","5","-","1","3","2","-","3","92"
"2014","westcoast","Darling, Jack","6","6","3","6","-","-","3","-","-","1","91"
"2014","westcoast","Darling, Jack","7","11","7","3","2","2","2","2","-","1","89"
"2014","westcoast","Darling, Jack","8","10","5","6","1","1","4","3","-","1","93"
"2014","westcoast","Darling, Jack","10","9","4","9","-","2","6","1","-","1","88"
"2014","westcoast","Darling, Jack","11","7","6","7","1","1","10","-","-","1","92"
"2014","westcoast","Darling, Jack","12","10","2","1","-","1","5","1","-","-","91"
"2014","westcoast","Darling, Jack","13","7","4","4","1","-","6","-","-","2","87"
"2014","westcoast","Darling, Jack","14","11","9","3","1","-","2","3","-","1","89"
"2014","westcoast","Darling, Jack","15","9","2","3","1","-","-","1","-","1","90"
"2014","westcoast","Darling, Jack","16","10","1","7","-","2","9","1","1","1","93"
"2014","westcoast","Darling, Jack","17","12","7","4","1","1","1","1","-","1","88"
"2014","westcoast","Darling, Jack","18","3","3","7","4","1","6","2","-","-","90"
"2014","westcoast","Darling, Jack","19","10","5","1","-","2","2","3","-","1","89"
"2014","westcoast","Darling, Jack","20","12","7","6","-","2","3","4","-","2","88"
"2014","westcoast","Darling, Jack","21","10","8","4","2","-","2","2","-","-","90"
"2014","westcoast","Darling, Jack","22","9","3","6","1","4","6","3","-","3","93"
"2014","westcoast","Darling, Jack","23","7","2","5","-","1","1","1","-","2","79"
"2014","westcoast","Ellis, Xavier","1","10","2","5","-","-","2","-","2","-","79"
"2014","westcoast","Ellis, Xavier","2","14","5","12","-","1","2","-","-","-","76"
"2014","westcoast","Ellis, Xavier","3","10","4","5","-","-","3","2","-","-","76"
"2014","westcoast","Ellis, Xavier","4","11","4","8","-","-","-","-","-","-","80"
"2014","westcoast","Ellis, Xavier","5","-","-","1","-","-","-","-","-","-","9"
"2014","westcoast","Ellis, Xavier","6","","","","","","","","","",""
"2014","westcoast","Ellis, Xavier","7","","","","","","","","","",""
"2014","westcoast","Ellis, Xavier","8","4","2","3","-","-","1","-","-","1","27"
"2014","westcoast","Ellis, Xavier","10","17","4","7","1","2","3","-","1","-","71"
"2014","westcoast","Ellis, Xavier","11","10","4","3","-","1","1","-","-","-","51"
"2014","westcoast","Ellis, Xavier","12","5","1","3","-","-","7","2","2","-","51"
"2014","westcoast","Ellis, Xavier","13","13","7","4","1","-","3","-","-","-","82"
"2014","westcoast","Ellis, Xavier","14","9","3","5","-","1","1","-","-","-","71"
"2014","westcoast","Ellis, Xavier","15","15","7","6","-","1","1","1","-","-","79"
"2014","westcoast","Ellis, Xavier","16","16","5","5","1","1","6","-","2","-","83"
"2014","westcoast","Ellis, Xavier","17","12","4","7","1","2","4","-","-","-","83"
"2014","westcoast","Ellis, Xavier","18","18","1","4","-","3","2","-","1","-","77"
"2014","westcoast","Ellis, Xavier","19","8","-","5","1","-","3","2","-","1","57"
"2014","westcoast","Ellis, Xavier","20","2","-","1","-","-","1","-","-","-","15"
"2014","westcoast","Ellis, Xavier","21","","","","","","","","","",""
"2014","westcoast","Ellis, Xavier","22","","","","","","","","","",""
"2014","westcoast","Ellis, Xavier","23","","","","","","","","","",""
"2014","westcoast","Gaff, Andrew","1","12","8","11","-","1","4","1","-","-","90"
"2014","westcoast","Gaff, Andrew","2","17","8","14","2","1","2","-","-","-","87"
"2014","westcoast","Gaff, Andrew","3","14","10","11","1","-","2","-","-","-","89"
"2014","westcoast","Gaff, Andrew","4","13","7","11","-","-","2","-","-","-","92"
"2014","westcoast","Gaff, Andrew","5","17","6","7","-","-","2","-","-","-","86"
"2014","westcoast","Gaff, Andrew","6","13","4","7","-","1","2","-","-","-","85"
"2014","westcoast","Gaff, Andrew","7","11","-","7","-","-","3","-","-","-","90"
"2014","westcoast","Gaff, Andrew","8","11","5","4","-","-","-","1","-","-","60"
"2014","westcoast","Gaff, Andrew","10","17","9","9","-","1","2","-","-","-","78"
"2014","westcoast","Gaff, Andrew","11","14","7","13","1","1","2","-","-","-","84"
"2014","westcoast","Gaff, Andrew","12","23","8","3","1","1","5","3","-","-","94"
"2014","westcoast","Gaff, Andrew","13","17","5","2","1","-","3","-","-","-","87"
"2014","westcoast","Gaff, Andrew","14","16","5","8","-","2","-","1","-","1","90"
"2014","westcoast","Gaff, Andrew","15","13","3","7","-","-","3","-","-","1","89"
"2014","westcoast","Gaff, Andrew","16","17","7","8","-","-","3","-","-","-","87"
"2014","westcoast","Gaff, Andrew","17","9","2","12","-","-","1","-","-","-","90"
"2014","westcoast","Gaff, Andrew","18","17","3","9","-","1","1","-","-","-","91"
"2014","westcoast","Gaff, Andrew","19","21","5","10","-","-","2","3","-","-","88"
"2014","westcoast","Gaff, Andrew","20","24","6","10","1","1","2","-","-","-","85"
"2014","westcoast","Gaff, Andrew","21","13","2","10","-","1","2","-","-","-","89"
"2014","westcoast","Gaff, Andrew","22","18","4","11","-","2","7","1","-","-","88"
"2014","westcoast","Gaff, Andrew","23","17","6","6","-","1","4","-","-","-","85"
"2014","westcoast","Glass, Darren","1","5","4","10","-","1","5","-","-","-","92"
"2014","westcoast","Glass, Darren","2","3","3","5","-","-","5","-","-","-","93"
"2014","westcoast","Glass, Darren","3","9","7","11","1","-","1","-","-","-","98"
"2014","westcoast","Glass, Darren","4","","","","","","","","","",""
"2014","westcoast","Glass, Darren","5","5","5","8","1","-","3","-","-","-","92"
"2014","westcoast","Glass, Darren","6","","","","","","","","","",""
"2014","westcoast","Glass, Darren","7","2","4","6","-","-","2","-","-","-","96"
"2014","westcoast","Glass, Darren","8","8","5","3","-","-","-","-","-","-","90"
"2014","westcoast","Glass, Darren","10","13","7","9","-","1","3","-","-","-","89"
"2014","westcoast","Glass, Darren","11","","","","","","","","","",""
"2014","westcoast","Glass, Darren","12","3","2","7","2","1","-","-","-","-","96"
"2014","westcoast","Glass, Darren","13","","","","","","","","","",""
"2014","westcoast","Glass, Darren","14","","","","","","","","","",""
"2014","westcoast","Glass, Darren","15","","","","","","","","","",""
"2014","westcoast","Glass, Darren","16","","","","","","","","","",""
"2014","westcoast","Glass, Darren","17","","","","","","","","","",""
"2014","westcoast","Glass, Darren","18","","","","","","","","","",""
"2014","westcoast","Glass, Darren","19","","","","","","","","","",""
"2014","westcoast","Glass, Darren","20","","","","","","","","","",""
"2014","westcoast","Glass, Darren","21","","","","","","","","","",""
"2014","westcoast","Glass, Darren","22","","","","","","","","","",""
"2014","westcoast","Glass, Darren","23","","","","","","","","","",""
"2014","westcoast","Hill, Josh","1","","","","","","","","","",""
"2014","westcoast","Hill, Josh","2","","","","","","","","","",""
"2014","westcoast","Hill, Josh","3","","","","","","","","","",""
"2014","westcoast","Hill, Josh","4","9","4","2","-","1","2","1","-","2","88"
"2014","westcoast","Hill, Josh","5","5","-","4","1","1","4","-","-","-","82"
"2014","westcoast","Hill, Josh","6","","","","","","","","","",""
"2014","westcoast","Hill, Josh","7","","","","","","","","","",""
"2014","westcoast","Hill, Josh","8","","","","","","","","","",""
"2014","westcoast","Hill, Josh","10","9","5","-","1","3","5","2","-","-","85"
