"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2011","padelaide","Banner, Mitchell","1","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","2","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","3","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","4","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","5","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","6","3","-","-","1","-","-","-","-","-","39"
"2011","padelaide","Banner, Mitchell","7","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","8","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","9","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","10","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","11","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","13","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","14","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","15","","","","","","","","","",""
"2011","padelaide","Banner, Mitchell","16","9","5","10","-","-","1","-","-","-","86"
"2011","padelaide","Banner, Mitchell","17","9","4","9","1","1","2","3","-","-","87"
"2011","padelaide","Banner, Mitchell","19","2","2","6","-","-","1","-","-","-","38"
"2011","padelaide","Banner, Mitchell","20","13","6","8","1","2","8","2","-","-","84"
"2011","padelaide","Banner, Mitchell","21","11","4","5","-","-","2","1","-","-","89"
"2011","padelaide","Banner, Mitchell","22","17","10","7","1","3","2","3","-","1","90"
"2011","padelaide","Banner, Mitchell","23","9","3","3","-","-","3","1","-","2","83"
"2011","padelaide","Banner, Mitchell","24","13","6","8","1","1","3","1","-","1","82"
"2011","padelaide","Boak, Travis","1","11","2","8","2","1","5","1","-","-","79"
"2011","padelaide","Boak, Travis","2","14","1","7","3","4","7","1","-","1","79"
"2011","padelaide","Boak, Travis","3","12","3","15","1","-","4","-","-","-","77"
"2011","padelaide","Boak, Travis","4","15","7","11","1","2","5","-","-","-","79"
"2011","padelaide","Boak, Travis","5","8","4","6","-","-","5","1","-","-","77"
"2011","padelaide","Boak, Travis","6","","","","","","","","","",""
"2011","padelaide","Boak, Travis","7","9","5","8","2","2","7","-","-","-","76"
"2011","padelaide","Boak, Travis","8","11","5","17","-","-","2","1","-","-","81"
"2011","padelaide","Boak, Travis","9","11","4","12","-","-","7","1","-","-","75"
"2011","padelaide","Boak, Travis","10","14","4","9","-","-","10","1","-","1","77"
"2011","padelaide","Boak, Travis","11","10","1","12","-","2","4","1","-","-","80"
"2011","padelaide","Boak, Travis","13","15","5","9","1","-","2","3","-","1","80"
"2011","padelaide","Boak, Travis","14","9","4","8","3","1","3","-","-","-","85"
"2011","padelaide","Boak, Travis","15","10","4","17","1","-","2","-","-","1","77"
"2011","padelaide","Boak, Travis","16","12","5","9","-","3","4","-","-","1","83"
"2011","padelaide","Boak, Travis","17","8","1","7","1","-","3","-","-","-","81"
"2011","padelaide","Boak, Travis","19","12","5","17","1","1","-","-","-","-","73"
"2011","padelaide","Boak, Travis","20","23","3","8","1","2","4","-","-","-","81"
"2011","padelaide","Boak, Travis","21","6","-","8","2","-","7","-","-","-","43"
"2011","padelaide","Boak, Travis","22","5","2","15","1","2","7","-","-","1","81"
