"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2013","adelaide","Brown, Luke","1","3","2","4","-","-","3","-","-","-","45"
"2013","adelaide","Brown, Luke","2","12","5","7","-","1","2","-","-","-","85"
"2013","adelaide","Brown, Luke","3","4","2","2","2","-","-","-","-","-","78"
"2013","adelaide","Brown, Luke","4","6","2","7","-","-","6","-","-","-","81"
"2013","adelaide","Brown, Luke","5","2","1","3","-","1","1","-","-","-","25"
"2013","adelaide","Brown, Luke","6","7","4","3","1","-","-","-","-","-","73"
"2013","adelaide","Brown, Luke","7","14","8","5","-","-","-","-","-","-","78"
"2013","adelaide","Brown, Luke","8","8","5","3","1","1","3","-","-","-","79"
"2013","adelaide","Brown, Luke","9","5","2","1","-","1","1","-","-","-","73"
"2013","adelaide","Brown, Luke","10","10","2","9","1","2","3","-","-","-","81"
"2013","adelaide","Brown, Luke","11","","","","","","","","","",""
"2013","adelaide","Brown, Luke","12","6","5","3","-","-","2","-","-","-","73"
"2013","adelaide","Brown, Luke","14","12","6","8","-","-","2","-","-","-","75"
"2013","adelaide","Brown, Luke","15","8","4","1","-","-","-","-","-","-","84"
"2013","adelaide","Brown, Luke","16","11","6","8","-","1","3","-","-","-","88"
"2013","adelaide","Brown, Luke","17","7","2","10","-","1","3","-","-","-","86"
"2013","adelaide","Brown, Luke","18","11","9","6","1","-","-","-","-","-","86"
"2013","adelaide","Brown, Luke","19","11","4","7","-","-","4","1","-","-","78"
"2013","adelaide","Brown, Luke","20","8","5","4","-","-","1","-","-","-","76"
"2013","adelaide","Brown, Luke","21","8","4","5","2","1","3","-","-","-","78"
"2013","adelaide","Brown, Luke","22","12","6","12","-","1","-","-","-","-","92"
"2013","adelaide","Brown, Luke","23","11","4","10","-","1","-","-","-","-","86"
"2013","adelaide","Callinan, Ian","1","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","2","2","-","4","1","1","2","-","-","-","60"
"2013","adelaide","Callinan, Ian","3","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","4","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","5","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","6","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","7","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","8","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","9","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","10","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","11","7","2","10","1","1","4","1","-","2","84"
"2013","adelaide","Callinan, Ian","12","7","1","6","1","2","3","1","-","-","87"
"2013","adelaide","Callinan, Ian","14","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","15","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","16","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","17","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","18","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","19","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","20","","","","","","","","","",""
"2013","adelaide","Callinan, Ian","21","6","5","8","-","1","1","3","-","-","82"
"2013","adelaide","Callinan, Ian","22","7","3","5","-","-","4","2","-","-","84"
"2013","adelaide","Callinan, Ian","23","5","-","3","2","1","3","1","-","1","68"
"2013","adelaide","Crouch, Brad","1","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","2","7","3","11","1","1","3","-","-","-","78"
"2013","adelaide","Crouch, Brad","3","9","2","9","-","-","3","-","-","-","80"
"2013","adelaide","Crouch, Brad","4","11","2","11","1","-","6","1","-","-","73"
"2013","adelaide","Crouch, Brad","5","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","6","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","7","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","8","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","9","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","10","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","11","9","4","10","-","-","3","-","-","1","81"
"2013","adelaide","Crouch, Brad","12","","","","","","","","","",""
"2013","adelaide","Crouch, Brad","14","14","6","17","-","3","6","-","-","-","83"
"2013","adelaide","Crouch, Brad","15","15","5","11","2","-","2","-","-","-","78"
"2013","adelaide","Crouch, Brad","16","13","7","9","-","1","7","-","-","1","84"
"2013","adelaide","Crouch, Brad","17","13","3","10","1","-","3","1","-","-","81"
"2013","adelaide","Crouch, Brad","18","9","5","19","-","-","5","-","-","-","88"
"2013","adelaide","Crouch, Brad","19","9","6","19","-","1","5","-","-","2","79"
"2013","adelaide","Crouch, Brad","20","11","6","15","-","-","5","-","-","-","80"
"2013","adelaide","Crouch, Brad","21","9","3","13","-","-","4","-","-","-","84"
"2013","adelaide","Crouch, Brad","22","15","5","16","1","-","5","-","-","1","87"
"2013","adelaide","Crouch, Brad","23","14","4","15","2","3","5","2","-","-","81"
"2013","adelaide","Dangerfield, Patrick","1","10","1","7","2","1","2","-","-","1","87"
"2013","adelaide","Dangerfield, Patrick","2","11","2","12","1","2","5","2","-","1","83"
"2013","adelaide","Dangerfield, Patrick","3","16","6","4","1","2","4","1","-","-","80"
"2013","adelaide","Dangerfield, Patrick","4","15","2","6","2","2","4","4","-","1","86"
"2013","adelaide","Dangerfield, Patrick","5","14","2","6","1","1","2","-","4","1","93"
"2013","adelaide","Dangerfield, Patrick","6","27","8","8","2","4","3","2","2","-","89"
"2013","adelaide","Dangerfield, Patrick","7","20","9","8","-","3","2","4","1","2","86"
"2013","adelaide","Dangerfield, Patrick","8","10","4","10","-","-","3","-","3","-","90"
"2013","adelaide","Dangerfield, Patrick","9","18","6","12","1","1","6","-","2","1","90"
"2013","adelaide","Dangerfield, Patrick","10","15","4","6","1","3","1","3","6","1","91"
"2013","adelaide","Dangerfield, Patrick","11","16","3","11","2","-","2","1","2","-","91"
"2013","adelaide","Dangerfield, Patrick","12","17","1","11","1","3","4","2","6","4","89"
"2013","adelaide","Dangerfield, Patrick","14","16","7","11","-","1","4","1","1","1","90"
"2013","adelaide","Dangerfield, Patrick","15","13","4","13","1","-","3","1","3","-","84"
"2013","adelaide","Dangerfield, Patrick","16","10","4","5","-","-","4","-","1","1","75"
"2013","adelaide","Dangerfield, Patrick","17","","","","","","","","","",""
"2013","adelaide","Dangerfield, Patrick","18","","","","","","","","","",""
"2013","adelaide","Dangerfield, Patrick","19","14","4","3","-","1","3","4","1","-","91"
"2013","adelaide","Dangerfield, Patrick","20","20","5","5","-","1","1","1","3","2","89"
"2013","adelaide","Dangerfield, Patrick","21","11","3","5","1","4","4","1","3","-","87"
"2013","adelaide","Dangerfield, Patrick","22","11","1","10","1","7","5","1","6","-","78"
"2013","adelaide","Dangerfield, Patrick","23","18","8","11","2","-","2","3","4","2","83"
"2013","adelaide","Douglas, Richard","1","13","5","6","1","-","2","2","-","1","82"
"2013","adelaide","Douglas, Richard","2","13","7","3","1","2","5","1","-","-","79"
"2013","adelaide","Douglas, Richard","3","17","4","9","1","2","4","2","-","-","85"
"2013","adelaide","Douglas, Richard","4","18","3","7","1","2","9","1","-","-","88"
"2013","adelaide","Douglas, Richard","5","16","8","6","-","1","2","1","-","-","85"
"2013","adelaide","Douglas, Richard","6","9","4","7","1","1","4","1","-","-","84"
"2013","adelaide","Douglas, Richard","7","14","7","8","1","1","3","1","-","-","84"
"2013","adelaide","Douglas, Richard","8","15","11","11","-","-","4","1","1","1","82"
"2013","adelaide","Douglas, Richard","9","20","9","8","3","1","4","2","-","-","83"
"2013","adelaide","Douglas, Richard","10","17","4","6","2","-","7","1","-","-","89"
"2013","adelaide","Douglas, Richard","11","17","7","12","-","-","6","-","-","3","91"
"2013","adelaide","Douglas, Richard","12","19","7","4","1","1","2","-","-","-","88"
"2013","adelaide","Douglas, Richard","14","14","5","8","-","-","2","1","-","1","86"
"2013","adelaide","Douglas, Richard","15","14","4","8","1","4","5","-","-","2","86"
"2013","adelaide","Douglas, Richard","16","14","6","10","2","2","4","1","-","2","84"
"2013","adelaide","Douglas, Richard","17","21","5","12","1","1","3","-","-","1","87"
