"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2012","richmond","Astbury, David","1","","","","","","","","","",""
"2012","richmond","Astbury, David","2","","","","","","","","","",""
"2012","richmond","Astbury, David","3","","","","","","","","","",""
"2012","richmond","Astbury, David","4","","","","","","","","","",""
"2012","richmond","Astbury, David","5","","","","","","","","","",""
"2012","richmond","Astbury, David","6","","","","","","","","","",""
"2012","richmond","Astbury, David","7","","","","","","","","","",""
"2012","richmond","Astbury, David","8","","","","","","","","","",""
"2012","richmond","Astbury, David","9","","","","","","","","","",""
"2012","richmond","Astbury, David","10","","","","","","","","","",""
"2012","richmond","Astbury, David","11","","","","","","","","","",""
"2012","richmond","Astbury, David","12","","","","","","","","","",""
"2012","richmond","Astbury, David","14","","","","","","","","","",""
"2012","richmond","Astbury, David","15","","","","","","","","","",""
"2012","richmond","Astbury, David","16","","","","","","","","","",""
"2012","richmond","Astbury, David","17","","","","","","","","","",""
"2012","richmond","Astbury, David","18","","","","","","","","","",""
"2012","richmond","Astbury, David","19","","","","","","","","","",""
"2012","richmond","Astbury, David","20","","","","","","","","","",""
"2012","richmond","Astbury, David","21","","","","","","","","","",""
"2012","richmond","Astbury, David","22","2","2","2","-","-","2","1","-","-","84"
"2012","richmond","Astbury, David","23","4","3","4","1","-","2","1","-","-","94"
"2012","richmond","Batchelor, Jake","1","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","2","13","9","10","1","-","2","-","-","-","96"
"2012","richmond","Batchelor, Jake","3","8","6","6","-","1","3","-","-","-","96"
"2012","richmond","Batchelor, Jake","4","10","6","13","2","1","3","-","-","-","95"
"2012","richmond","Batchelor, Jake","5","9","8","7","-","-","2","-","-","-","87"
"2012","richmond","Batchelor, Jake","6","10","5","10","-","1","1","-","-","-","93"
"2012","richmond","Batchelor, Jake","7","6","3","8","1","2","2","-","-","-","68"
"2012","richmond","Batchelor, Jake","8","11","9","3","1","-","1","-","-","1","97"
"2012","richmond","Batchelor, Jake","9","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","10","12","5","10","-","-","4","-","-","-","89"
"2012","richmond","Batchelor, Jake","11","6","3","4","2","-","2","-","-","-","87"
"2012","richmond","Batchelor, Jake","12","5","1","2","2","-","2","-","-","-","70"
"2012","richmond","Batchelor, Jake","14","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","15","4","4","4","-","-","1","-","-","-","82"
"2012","richmond","Batchelor, Jake","16","6","1","5","1","1","1","-","-","-","62"
"2012","richmond","Batchelor, Jake","17","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","18","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","19","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","20","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","21","","","","","","","","","",""
"2012","richmond","Batchelor, Jake","22","13","6","5","-","-","3","-","-","-","85"
"2012","richmond","Batchelor, Jake","23","8","4","7","2","1","1","-","-","-","81"
"2012","richmond","Conca, Reece","1","6","2","2","2","1","3","-","-","-","37"
"2012","richmond","Conca, Reece","2","14","9","7","2","-","-","1","1","1","77"
"2012","richmond","Conca, Reece","3","16","8","13","-","4","5","2","-","-","84"
"2012","richmond","Conca, Reece","4","11","5","10","2","1","5","-","1","1","77"
"2012","richmond","Conca, Reece","5","8","1","6","1","-","3","-","-","-","75"
"2012","richmond","Conca, Reece","6","10","5","10","2","1","2","1","-","-","78"
"2012","richmond","Conca, Reece","7","10","4","7","1","1","5","1","-","-","77"
"2012","richmond","Conca, Reece","8","8","7","6","3","-","1","-","-","1","81"
"2012","richmond","Conca, Reece","9","15","3","6","-","-","1","-","-","-","80"
"2012","richmond","Conca, Reece","10","9","3","10","1","-","1","-","-","-","82"
"2012","richmond","Conca, Reece","11","10","1","6","4","3","4","-","-","-","75"
"2012","richmond","Conca, Reece","12","12","3","10","2","1","5","-","-","1","74"
"2012","richmond","Conca, Reece","14","","","","","","","","","",""
"2012","richmond","Conca, Reece","15","12","1","11","2","1","6","-","-","1","81"
"2012","richmond","Conca, Reece","16","13","3","10","1","-","1","-","-","-","86"
"2012","richmond","Conca, Reece","17","15","2","6","-","2","5","-","-","-","81"
"2012","richmond","Conca, Reece","18","7","4","7","4","-","3","-","-","-","87"
"2012","richmond","Conca, Reece","19","17","7","12","3","1","5","-","-","-","76"
"2012","richmond","Conca, Reece","20","9","5","8","1","-","2","-","-","-","68"
"2012","richmond","Conca, Reece","21","","","","","","","","","",""
"2012","richmond","Conca, Reece","22","","","","","","","","","",""
"2012","richmond","Conca, Reece","23","","","","","","","","","",""
"2012","richmond","Connors, Daniel","1","","","","","","","","","",""
