"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2009","swans","Ablett, Luke","1","","","","","","","","","",""
"2009","swans","Ablett, Luke","2","6","2","5","-","2","3","-","1","-","79"
"2009","swans","Ablett, Luke","3","","","","","","","","","",""
"2009","swans","Ablett, Luke","4","8","7","11","1","1","1","1","-","2","90"
"2009","swans","Ablett, Luke","5","2","-","8","-","-","9","-","2","-","76"
"2009","swans","Ablett, Luke","6","","","","","","","","","",""
"2009","swans","Ablett, Luke","7","","","","","","","","","",""
"2009","swans","Ablett, Luke","8","4","1","11","-","-","1","1","-","1","77"
"2009","swans","Ablett, Luke","9","4","2","13","1","2","7","-","-","1","89"
"2009","swans","Ablett, Luke","10","6","-","8","3","-","1","1","1","1","64"
"2009","swans","Ablett, Luke","11","","","","","","","","","",""
"2009","swans","Ablett, Luke","12","","","","","","","","","",""
"2009","swans","Ablett, Luke","13","","","","","","","","","",""
"2009","swans","Ablett, Luke","14","","","","","","","","","",""
"2009","swans","Ablett, Luke","15","4","1","8","-","-","2","-","1","-","74"
"2009","swans","Ablett, Luke","16","7","7","5","1","-","2","1","1","-","74"
"2009","swans","Ablett, Luke","17","2","1","8","-","-","2","-","-","-","84"
"2009","swans","Ablett, Luke","18","13","5","3","1","1","3","2","3","3","85"
"2009","swans","Ablett, Luke","19","9","5","5","2","2","2","1","-","1","75"
"2009","swans","Ablett, Luke","20","4","-","2","-","1","2","-","-","1","75"
"2009","swans","Ablett, Luke","21","","","","","","","","","",""
"2009","swans","Ablett, Luke","22","7","4","3","-","-","5","1","-","-","84"
"2009","swans","Barlow, Ed","1","4","3","7","1","-","-","-","-","-","71"
"2009","swans","Barlow, Ed","2","","","","","","","","","",""
"2009","swans","Barlow, Ed","3","12","1","5","2","-","1","1","-","2","80"
"2009","swans","Barlow, Ed","4","11","4","5","1","-","1","1","-","2","76"
"2009","swans","Barlow, Ed","5","9","1","5","-","-","3","1","-","-","74"
"2009","swans","Barlow, Ed","6","","","","","","","","","",""
"2009","swans","Barlow, Ed","7","","","","","","","","","",""
"2009","swans","Barlow, Ed","8","","","","","","","","","",""
"2009","swans","Barlow, Ed","9","","","","","","","","","",""
"2009","swans","Barlow, Ed","10","","","","","","","","","",""
"2009","swans","Barlow, Ed","11","","","","","","","","","",""
"2009","swans","Barlow, Ed","12","12","4","4","1","-","2","1","-","2","92"
"2009","swans","Barlow, Ed","13","10","8","5","-","-","-","-","-","2","87"
"2009","swans","Barlow, Ed","14","13","6","3","-","-","2","2","1","1","80"
"2009","swans","Barlow, Ed","15","11","5","8","1","-","2","1","1","1","76"
"2009","swans","Barlow, Ed","16","14","1","8","1","-","2","-","-","-","80"
"2009","swans","Barlow, Ed","17","10","5","7","-","2","4","-","-","-","64"
"2009","swans","Barlow, Ed","18","15","4","8","-","-","3","1","-","-","78"
"2009","swans","Barlow, Ed","19","5","2","1","2","1","5","1","-","1","83"
"2009","swans","Barlow, Ed","20","13","6","5","1","-","1","-","-","-","81"
"2009","swans","Barlow, Ed","21","7","6","4","2","1","1","1","-","1","94"
"2009","swans","Barlow, Ed","22","","","","","","","","","",""
"2009","swans","Barry, Leo","1","","","","","","","","","",""
"2009","swans","Barry, Leo","2","","","","","","","","","",""
"2009","swans","Barry, Leo","3","","","","","","","","","",""
