"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2009","bullldogs","Addison, Dylan","1","9","6","6","1","1","4","1","-","-","71"
"2009","bullldogs","Addison, Dylan","2","10","5","5","1","-","2","1","-","-","72"
"2009","bullldogs","Addison, Dylan","3","9","6","10","-","-","2","-","-","-","85"
"2009","bullldogs","Addison, Dylan","4","8","3","6","2","-","1","-","-","-","67"
"2009","bullldogs","Addison, Dylan","5","3","3","3","-","-","4","-","-","-","83"
"2009","bullldogs","Addison, Dylan","6","5","3","8","1","-","1","-","-","-","73"
"2009","bullldogs","Addison, Dylan","7","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","8","2","2","11","1","1","5","1","-","-","81"
"2009","bullldogs","Addison, Dylan","9","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","10","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","11","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","12","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","13","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","14","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","15","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","16","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","17","4","2","2","1","-","2","1","-","-","71"
"2009","bullldogs","Addison, Dylan","18","6","6","11","3","-","2","-","-","1","87"
"2009","bullldogs","Addison, Dylan","19","4","2","3","-","-","2","-","-","-","80"
"2009","bullldogs","Addison, Dylan","20","6","2","3","-","2","2","-","-","-","80"
"2009","bullldogs","Addison, Dylan","21","2","-","5","2","1","-","-","-","-","66"
"2009","bullldogs","Addison, Dylan","22","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","QF","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","SF","","","","","","","","","",""
"2009","bullldogs","Addison, Dylan","PF","","","","","","","","","",""
"2009","bullldogs","Akermanis, Jason","1","8","-","10","-","1","4","2","-","-","70"
"2009","bullldogs","Akermanis, Jason","2","11","6","8","4","1","5","-","-","-","82"
"2009","bullldogs","Akermanis, Jason","3","13","8","10","1","-","1","4","-","2","84"
"2009","bullldogs","Akermanis, Jason","4","14","2","12","1","2","6","-","-","2","74"
"2009","bullldogs","Akermanis, Jason","5","","","","","","","","","",""
"2009","bullldogs","Akermanis, Jason","6","10","2","10","1","1","5","2","-","-","79"
"2009","bullldogs","Akermanis, Jason","7","13","8","4","-","-","2","3","-","2","77"
"2009","bullldogs","Akermanis, Jason","8","14","4","5","-","1","4","4","-","2","91"
"2009","bullldogs","Akermanis, Jason","9","20","9","5","2","1","1","4","-","2","86"
"2009","bullldogs","Akermanis, Jason","10","5","4","3","2","-","3","-","-","-","85"
"2009","bullldogs","Akermanis, Jason","11","10","6","6","1","1","2","1","-","3","74"
"2009","bullldogs","Akermanis, Jason","12","15","8","6","2","2","1","1","-","3","78"
"2009","bullldogs","Akermanis, Jason","13","10","6","9","2","-","4","2","-","-","85"
"2009","bullldogs","Akermanis, Jason","14","15","9","7","-","1","2","2","-","5","82"
"2009","bullldogs","Akermanis, Jason","15","16","8","10","1","1","5","2","-","-","76"
"2009","bullldogs","Akermanis, Jason","16","6","2","12","-","1","3","-","-","1","70"
"2009","bullldogs","Akermanis, Jason","17","8","1","15","1","-","4","-","-","1","88"
"2009","bullldogs","Akermanis, Jason","18","15","5","8","-","3","8","5","-","1","81"
"2009","bullldogs","Akermanis, Jason","19","13","4","8","-","1","5","2","-","3","88"
"2009","bullldogs","Akermanis, Jason","20","13","8","5","-","-","4","2","-","1","82"
"2009","bullldogs","Akermanis, Jason","21","11","7","8","-","1","6","1","-","1","88"
"2009","bullldogs","Akermanis, Jason","22","14","6","9","1","-","2","2","-","2","75"
"2009","bullldogs","Akermanis, Jason","QF","13","5","6","2","1","1","3","-","2","82"
"2009","bullldogs","Akermanis, Jason","SF","8","4","6","2","2","4","1","-","2","85"
"2009","bullldogs","Akermanis, Jason","PF","7","2","7","1","1","4","-","-","-","73"
"2009","bullldogs","Boyd, Matthew","1","12","5","21","1","2","1","1","-","-","90"
"2009","bullldogs","Boyd, Matthew","2","12","7","16","-","2","4","-","1","-","88"
"2009","bullldogs","Boyd, Matthew","3","7","3","14","1","1","6","-","1","-","85"
"2009","bullldogs","Boyd, Matthew","4","16","5","14","-","-","2","2","2","1","88"
"2009","bullldogs","Boyd, Matthew","5","14","5","12","-","1","5","2","-","-","88"
"2009","bullldogs","Boyd, Matthew","6","14","5","9","-","-","2","-","1","1","90"
"2009","bullldogs","Boyd, Matthew","7","15","6","11","-","-","2","-","-","1","83"
"2009","bullldogs","Boyd, Matthew","8","20","7","13","1","1","5","1","-","-","93"
"2009","bullldogs","Boyd, Matthew","9","13","5","15","-","-","2","-","1","-","88"
"2009","bullldogs","Boyd, Matthew","10","8","-","12","-","-","5","1","1","-","88"
"2009","bullldogs","Boyd, Matthew","11","13","2","15","-","-","4","1","-","-","84"
"2009","bullldogs","Boyd, Matthew","12","12","8","17","-","-","1","1","-","-","84"
"2009","bullldogs","Boyd, Matthew","13","12","2","14","1","-","3","-","-","-","87"
"2009","bullldogs","Boyd, Matthew","14","15","7","20","-","1","2","2","1","-","90"
"2009","bullldogs","Boyd, Matthew","15","13","4","17","-","1","4","1","2","1","86"
"2009","bullldogs","Boyd, Matthew","16","14","5","15","-","1","6","-","-","-","90"
"2009","bullldogs","Boyd, Matthew","17","16","6","23","1","1","6","1","-","-","92"
"2009","bullldogs","Boyd, Matthew","18","14","4","14","2","-","2","-","-","-","87"
"2009","bullldogs","Boyd, Matthew","19","7","1","23","1","3","6","-","-","-","88"
"2009","bullldogs","Boyd, Matthew","20","16","8","13","2","-","4","-","-","-","93"
"2009","bullldogs","Boyd, Matthew","21","17","7","8","1","2","5","2","-","1","86"
"2009","bullldogs","Boyd, Matthew","22","13","4","22","-","-","4","-","-","-","88"
"2009","bullldogs","Boyd, Matthew","QF","7","3","22","-","1","1","-","2","-","88"
"2009","bullldogs","Boyd, Matthew","SF","18","7","18","1","-","4","-","1","-","87"
"2009","bullldogs","Boyd, Matthew","PF","10","4","16","1","1","4","-","1","-","90"
"2009","bullldogs","Callan, Tim","1","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","2","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","3","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","4","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","5","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","6","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","7","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","8","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","9","8","3","6","1","-","2","-","-","-","79"
"2009","bullldogs","Callan, Tim","10","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","11","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","12","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","13","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","14","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","15","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","16","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","17","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","18","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","19","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","20","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","21","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","22","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","QF","","","","","","","","","",""
"2009","bullldogs","Callan, Tim","SF","6","2","9","-","-","2","-","-","-","74"
"2009","bullldogs","Callan, Tim","PF","10","5","5","-","2","3","-","-","-","74"
"2009","bullldogs","Cooney, Adam","1","7","-","13","1","-","3","1","1","-","57"
"2009","bullldogs","Cooney, Adam","2","5","2","10","1","-","3","-","-","1","55"
"2009","bullldogs","Cooney, Adam","3","10","4","11","3","-","-","1","-","2","73"
"2009","bullldogs","Cooney, Adam","4","","","","","","","","","",""
"2009","bullldogs","Cooney, Adam","5","","","","","","","","","",""
"2009","bullldogs","Cooney, Adam","6","9","2","13","-","-","1","-","-","-","71"
"2009","bullldogs","Cooney, Adam","7","16","4","13","-","2","3","1","-","1","74"
"2009","bullldogs","Cooney, Adam","8","7","1","19","-","1","3","1","-","-","84"
"2009","bullldogs","Cooney, Adam","9","10","2","10","1","2","3","1","-","2","85"
"2009","bullldogs","Cooney, Adam","10","15","5","9","-","2","4","2","-","1","75"
"2009","bullldogs","Cooney, Adam","11","15","4","18","-","-","3","1","-","-","77"
"2009","bullldogs","Cooney, Adam","12","16","5","19","1","1","2","-","-","1","80"
"2009","bullldogs","Cooney, Adam","13","13","5","14","-","-","2","-","-","-","76"
"2009","bullldogs","Cooney, Adam","14","12","6","20","-","-","1","-","-","-","88"
"2009","bullldogs","Cooney, Adam","15","15","6","16","-","1","3","1","-","-","86"
"2009","bullldogs","Cooney, Adam","16","16","7","12","-","1","2","1","-","-","78"
"2009","bullldogs","Cooney, Adam","17","8","1","15","-","-","1","-","-","-","81"
"2009","bullldogs","Cooney, Adam","18","15","4","15","-","-","3","-","-","1","75"
