"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2008","bullldogs","Addison, Dylan","1","5","3","6","1","1","1","-","-","-","67"
"2008","bullldogs","Addison, Dylan","2","9","7","12","1","1","4","-","-","-","79"
"2008","bullldogs","Addison, Dylan","3","9","7","5","1","1","3","-","-","-","71"
"2008","bullldogs","Addison, Dylan","4","4","4","5","1","1","1","-","-","-","61"
"2008","bullldogs","Addison, Dylan","5","2","1","5","3","1","2","-","-","1","55"
"2008","bullldogs","Addison, Dylan","6","5","3","8","-","2","4","1","-","-","72"
"2008","bullldogs","Addison, Dylan","7","3","1","6","-","-","4","-","-","-","69"
"2008","bullldogs","Addison, Dylan","8","7","2","8","2","-","2","-","-","-","71"
"2008","bullldogs","Addison, Dylan","9","4","2","4","-","-","-","-","-","1","74"
"2008","bullldogs","Addison, Dylan","10","6","4","11","1","4","1","-","-","-","83"
"2008","bullldogs","Addison, Dylan","11","7","9","18","2","-","2","-","-","-","85"
"2008","bullldogs","Addison, Dylan","12","8","3","5","-","-","3","1","-","1","85"
"2008","bullldogs","Addison, Dylan","13","5","3","3","1","-","3","-","-","-","85"
"2008","bullldogs","Addison, Dylan","14","5","7","13","1","-","2","-","-","-","77"
"2008","bullldogs","Addison, Dylan","15","9","9","9","-","-","3","-","-","-","84"
"2008","bullldogs","Addison, Dylan","16","10","5","7","1","6","5","-","-","-","88"
"2008","bullldogs","Addison, Dylan","17","7","3","3","2","2","-","-","-","-","65"
"2008","bullldogs","Addison, Dylan","18","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","19","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","20","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","21","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","22","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","QF","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","SF","","","","","","","","","",""
"2008","bullldogs","Addison, Dylan","PF","","","","","","","","","",""
"2008","bullldogs","Akermanis, Jason","1","9","6","7","2","-","-","1","-","1","87"
