"1","Carlton","4.3 9.6 10.10 11.13","79","Richmond","Richmond","M.C.G.",72552,"2008","20-Mar-2008","20-Mar-2008-M.C.G."
"1","Richmond","4.3 8.5 11.5 17.7","109","Richmond","Carlton","M.C.G.",72552,"2008","20-Mar-2008","20-Mar-2008-M.C.G."
"1","Port Adelaide","4.0 6.1 10.6 14.12","96","Geelong","Geelong","Football Park",28206,"2008","20-Mar-2008","20-Mar-2008-Football Park"
"1","Geelong","6.4 10.8 12.11 15.15","105","Geelong","Port Adelaide","Football Park",28206,"2008","20-Mar-2008","20-Mar-2008-Football Park"
"1","Collingwood","3.3 7.6 10.10 16.15","111","Collingwood","Fremantle","M.C.G.",45383,"2008","22-Mar-2008","22-Mar-2008-M.C.G."
"1","Fremantle","3.1 7.2 10.4 13.7","85","Collingwood","Collingwood","M.C.G.",45383,"2008","22-Mar-2008","22-Mar-2008-M.C.G."
"1","St Kilda","4.3 4.6 6.10 6.15","51","St Kilda","Sydney","Docklands",36614,"2008","22-Mar-2008","22-Mar-2008-Docklands"
"1","Sydney","1.1 4.6 4.10 6.13","49","St Kilda","St Kilda","Docklands",36614,"2008","22-Mar-2008","22-Mar-2008-Docklands"
"1","West Coast","6.2 7.5 10.7 14.8","92","West Coast","Brisbane Lions","Subiaco",39591,"2008","22-Mar-2008","22-Mar-2008-Subiaco"
"1","Brisbane Lions","1.2 4.4 9.6 11.10","76","West Coast","West Coast","Subiaco",39591,"2008","22-Mar-2008","22-Mar-2008-Subiaco"
"1","Western Bulldogs","5.4 6.9 13.9 19.12","126","Western Bulldogs","Adelaide","Docklands",24835,"2008","23-Mar-2008","23-Mar-2008-Docklands"
"1","Adelaide","2.1 7.8 12.13 18.15","123","Western Bulldogs","Western Bulldogs","Docklands",24835,"2008","23-Mar-2008","23-Mar-2008-Docklands"
"1","Hawthorn","5.5 7.10 15.12 23.16","154","Hawthorn","Melbourne","M.C.G.",40141,"2008","23-Mar-2008","23-Mar-2008-M.C.G."
"1","Melbourne","1.1 1.5 2.10 6.14","50","Hawthorn","Hawthorn","M.C.G.",40141,"2008","23-Mar-2008","23-Mar-2008-M.C.G."
